Molecule ChEMBL ID,Molecule Name,Standardized_Smiles,pChEMBL Value,Molecular_Weight,AlogP,AlogP,HBD,HBA,RO5_Violations
CHEMBL5184869,,Cc1ccc2nc3c(c(N4CCN(c5c6c(nc7ccc(C)cc57)CCCC6)CC4)c2c1)CCCC3,6.28,196.16,6.48,6.4,2.0,2.0,1.0
CHEMBL106348,,CN(C)CCNc1cc(NCCSCc2ccc(CN(C)C)o2)c(N+(=O)O-)cc1N+(=O)O-,6.28,300.22,3.48,1.2,10.0,10.0,1.0
CHEMBL4173258,,C#CCN(C)Cc1cc2cc(OCCCN3CCCCC3)ccc2n1C,6.28,212.16,3.5,5.9,3.0,3.0,1.0
CHEMBL4205651,,O=C(CNCc1ccccc1F)Nc1ccc2nc3n(c(=O)c2c1)CCC3,6.28,151.08,2.21,1.4,4.0,4.0,0.0
CHEMBL3407591,,C#CCN(C)Cc1ccc(OC(=O)N(C)C)c2ncccc12,6.28,156.1,2.36,2.4,4.0,4.0,0.0
CHEMBL2237994,,Nc1cc(-c2ccc(Cl)cc2)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12,6.28,118.47,6.22,1.0,1.0,1.0,0.0
CHEMBL3957605,,COc1cccc2c1C=N+(c1ccc(C)cc1)CC2,6.28,90.06,3.32,1.7,2.0,2.0,0.0
CHEMBL5218447,,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NC2CCCC2)c1,6.28,224.13,4.72,2.9,6.0,6.0,1.0
CHEMBL555773,,CCCCCCN(C)C(=O)Oc1ccc2c(c1)C(N)CC2,6.28,192.13,3.64,3.9,4.0,4.0,0.0
CHEMBL4554666,,Fc1ccc(CN2CCC(CNc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1,6.28,237.44,8.9,5.3,2.0,2.0,1.0
CHEMBL3343928,,CC1c2nHc3ccccc3c2CC(C(=O)NCCCCCCNc2c3c(nc4ccccc24)CCCC3)N1C(=O)OC(C)(C)C,6.28,330.23,7.61,7.6,6.0,6.0,2.0
CHEMBL188325,,COc1cc2cc(C(=O)C3=CCN+(C)(Cc4ccccc4)CC3)sc2cc1OC,6.28,182.10999999999999,5.08,3.2,4.0,4.0,0.0
CHEMBL3628184,,COc1ccc2nHcc(CCNC(=O)CCc3ccn+(Cc4ccccc4F)cc3)c2c1,6.28,149.07999999999998,3.94,2.2,3.0,3.0,0.0
CHEMBL190528,,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,6.28,360.19,6.51,3.9,10.0,10.0,1.0
CHEMBL5396394,,CN(CCC1CCCCCC1)Cc1cnHc2c(OC(=O)N(C)Cc3ccccc3)cccc12,6.28,228.16,6.59,5.4,4.0,4.0,1.0
CHEMBL4476621,,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,6.28,201.01000000000002,3.33,0.7,3.0,5.0,0.0
CHEMBL3343708,,CCN(CC)c1ccc(/C=C2\Cc3cc(OC)c(OCCN4CCCCC4)cc3C2=O)cc1,6.27,268.18,5.23,5.9,5.0,5.0,1.0
CHEMBL3402717,,CN(CCCCCN1C(=O)c2ccccc2C1=O)Cc1cccc(Cl)c1,6.27,203.56,4.24,3.7,4.0,4.0,0.0
CHEMBL5186753,,c1ccc2c(c1)CCCN1Cc3cc(OCCCN4CCCCC4)ccc3N=C21,6.27,214.16,4.78,5.1,4.0,4.0,1.0
CHEMBL3323046,,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCCc1ccccc1-2,6.27,178.11999999999998,4.26,4.2,3.0,3.0,0.0
CHEMBL4850585,,COc1ccc2c(c1)c1cnccc1n2CCC(=O)N1c2ccccc2Sc2ccccc21,6.27,126.11,6.42,0.7,3.0,3.0,0.0
CHEMBL4527729,,COc1cc(CN2CCC(CCC(=O)c3cc(Cl)c(N)cc3OC)CC2)ccc1O,6.27,259.58,4.52,3.7,5.0,6.0,0.0
CHEMBL470867,TASPINE,COc1ccc2c(=O)oc3c(OC)cc(CCN(C)C)c4c(=O)oc1c2c34,6.27,150.07,2.61,0.7,5.0,5.0,0.0
CHEMBL155322,,CC1CCCCN1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,6.27,276.22,1.91,6.2,6.0,6.0,2.0
CHEMBL5282788,,O=C1CC2Cc3ccsc3C2=NN1CCCCN1CCN(Cc2ccccc2)CC1,6.27,240.17999999999998,3.45,5.3,4.0,5.0,1.0
CHEMBL358026,,C#CCNC(C)Cc1cccc(OC(=O)N(C)C)c1,6.27,168.11,1.9,2.9,4.0,4.0,0.0
CHEMBL3910033,,CCOC(=O)C1=C(C(F)(F)F)Nc2nc3c(c(N)c2C1c1cccc(N+(=O)O-)c1)CC(C)(C)CC3,6.27,319.15999999999997,5.02,3.6,7.0,7.0,1.0
CHEMBL2234534,,CC1(C)CC(=O)C2=C(C1)Nc1nc3c(c(N)c1C2c1ccc(F)cc1)CCCC3,6.27,219.15,4.88,5.4,3.0,3.0,1.0
CHEMBL3093799,,c1ccn+(CCCCCCCn+2cccc3ccccc32)cc1,6.27,84.07,4.07,3.5,0.0,0.0,0.0
CHEMBL5270248,,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCC1CCN(Cc3ccccc3F)CC1)O2,6.27,287.18,4.96,5.9,5.0,5.0,1.0
CHEMBL3410952,,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCNc1c3c(nc4ccccc14)CCCC3)O2,6.27,268.18,5.84,5.9,5.0,5.0,1.0
CHEMBL87980,,C=CCn+1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,6.27,144.07999999999998,4.21,2.5,3.0,3.0,0.0
CHEMBL4797677,,CCCCCN+1(C)CCN(c2ccc(/C=C3\Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1,6.27,268.18,4.98,5.9,5.0,5.0,1.0
CHEMBL4776999,,CCCCN+1(C)CCN(c2ccc(/C=C3\Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1,6.27,256.17,4.59,5.4,5.0,5.0,1.0
CHEMBL5285678,,CC(C)n1c2ccccc2c2ccn+(-c3ccccc3)cc21,6.27,36.03,4.65,1.5,0.0,0.0,0.0
CHEMBL4589250,,Oc1ccc(CCOCCCCCNc2c3c(nc4ccccc24)CCCC3)cc1O,6.27,194.11999999999998,5.37,3.7,3.0,4.0,0.0
CHEMBL4794208,,COc1cc2c(cc1OC)C(=O)/C(=C/c1ccc(N3CCN+(C)(Cc4ccccc4Br)CC3)cc1)C2,6.27,288.03,5.76,4.4,5.0,5.0,0.0
CHEMBL62084,,Nc1c2c(nc3ccc(Cl)cc13)CCCC2,6.26,97.5,3.35,2.5,1.0,1.0,0.0
CHEMBL272700,,CCN(Cc1ccccc1)Cc1ccc(-c2cc3cc(OCCNC(=O)Cc4cc(F)cc(F)c4)ccc3oc2=O)cc1,6.26,210.1,6.5,1.9,5.0,5.0,0.0
CHEMBL1085011,,CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CCC)C1C2,6.26,240.17000000000002,4.48,5.9,4.0,4.0,1.0
CHEMBL3597056,,CCOC(=O)C1=C(Nc2ccc(F)cc2)CC(c2ccc(Cl)cc2)N(c2ccc(F)cc2)C1c1ccc(Cl)cc1,6.26,265.0,8.89,4.0,4.0,4.0,0.0
CHEMBL5272095,,O=C1/C(=C/c2ccc(OCCN3CCCC3)cc2)Oc2ccccc21,6.26,170.1,3.78,2.7,4.0,4.0,0.0
CHEMBL3415566,,O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1ccccc1F,6.26,211.13,4.55,3.9,4.0,4.0,0.0
CHEMBL5082824,,CN(CCCC(F)F)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,6.26,196.09,4.34,2.2,4.0,4.0,0.0
CHEMBL54956,,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCN(CCc3ccccc3)C1N2C,6.26,194.13,5.59,3.1,5.0,5.0,0.0
CHEMBL5564643,,O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)Oc1ccc2ccnHc2c1,6.26,156.1,5.19,2.4,4.0,4.0,0.0
CHEMBL543216,,C#CCNC1CCc2ccc(OC(=O)N(C)c3ccccc3)cc21,6.26,156.1,3.53,2.4,4.0,4.0,0.0
CHEMBL3752555,,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1,6.26,164.12,5.87,3.9,3.0,3.0,0.0
CHEMBL1773479,,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(NC(=O)CN3CCCCC3)cc2)cc1,6.26,206.14,4.97,3.6,5.0,5.0,0.0
CHEMBL4172353,,COc1ccc2c(c1)CCC(Cc1ccn+(Cc3ccc(Cl)cc3)cc1C(C)=O)C2=O,6.25,191.54000000000002,4.87,3.8,2.0,3.0,0.0
CHEMBL3122168,,CCNCc1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)NCCC3,6.25,135.53,5.02,3.2,2.0,2.0,0.0
CHEMBL5083613,,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(C(F)F)cc(=O)oc3c2)cc1,6.25,144.06,5.94,1.2,3.0,3.0,0.0
CHEMBL55014,,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccccc1,6.25,152.11,3.72,3.4,3.0,3.0,0.0
CHEMBL4209420,,CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,6.25,144.09,0.89,1.9,4.0,4.0,0.0
CHEMBL5435281,,CN(CCC1CCCCCC1)Cc1cnHc2c(OC(=O)N(C)C)cccc12,6.25,228.16,5.02,5.4,4.0,4.0,1.0
CHEMBL4172797,,COc1ccc2c(c1)CCC(Cc1ccn+(Cc3ccc(C)cc3)cc1C(C)=O)C2=O,6.25,168.1,4.53,3.5,2.0,3.0,0.0
CHEMBL4583738,,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc(Cl)c2c1ccn2S(=O)(=O)c1ccccc1,6.25,337.68,6.8,6.5,5.0,5.0,1.0
CHEMBL3985136,,CC1=C(C(=O)OC(C)C)C(c2cccc(F)c2)c2c(nc3c(c2N)CC(C)(C)CC3)N1,6.25,247.16,5.1,5.4,4.0,4.0,1.0
CHEMBL338720,,CSc1nc(-c2ccc(-c3ccccc3)cc2)nn1C(=O)N(C)C,6.25,110.11,3.86,1.2,2.0,2.0,0.0
CHEMBL4293305,,O=C(O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCNc1c2c(nc3ccccc13)CCCC2,6.24,224.13,5.17,2.9,6.0,6.0,1.0
CHEMBL5290940,,Cc1ccc(-c2noc(-c3cccc(OCC4CCN(Cc5ccccc5Cl)CC4)c3)n2)cn1,6.24,161.54,6.05,4.0,2.0,2.0,0.0
CHEMBL4277332,,O=C(NCCC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2c(O)cc(O)cc2o1,6.24,200.11,3.24,1.9,6.0,6.0,1.0
CHEMBL3416995,,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CC2CCC2)CC1,6.24,263.61,4.41,6.2,4.0,4.0,1.0
CHEMBL5202485,,COc1cc(/C=C2\CCc3cc(N+(=O)O-)ccc3C2=O)c(Br)c(OC)c1OC,6.24,273.98,4.6,1.2,7.0,7.0,1.0
CHEMBL4571742,,COc1ccc(-c2nc(NC(=O)C3CCN(Cc4cccc(F)c4)CC3)sc2-c2ccc(OC)cc2)cc1,6.24,203.11,6.48,2.4,5.0,5.0,0.0
CHEMBL3623561,,CC(C)(C)c1cccc(C(=O)CF)c1,6.24,107.06,3.14,2.5,1.0,1.0,0.0
CHEMBL3628186,,COc1ccc2nHcc(CCNC(=O)CCc3ccn+(Cc4ccc(F)cc4)cc3)c2c1,6.24,149.07999999999998,3.94,2.2,3.0,3.0,0.0
CHEMBL470907,,CCN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,6.24,146.07999999999998,4.96,1.7,4.0,4.0,0.0
CHEMBL3322155,,CN(CCC(=O)NCCNc1c2c(nc3ccccc13)CCCC2)C1CCCCC1,6.24,250.19,4.3,6.6,4.0,4.0,1.0
CHEMBL4435178,,S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccc(Br)cc1,6.24,202.03,5.19,2.1,2.0,3.0,0.0
CHEMBL4789238,,COc1cccc2ccn+(-c3ccc(Br)cc3Br)cc12,6.24,163.79000000000002,4.65,1.0,1.0,1.0,0.0
CHEMBL3415576,,O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1ccc(F)cc1F,6.24,230.13,4.69,3.9,4.0,4.0,0.0
CHEMBL4438120,,NC(Cc1cnHc2ccccc12)C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,6.24,178.13,4.08,3.6,4.0,4.0,0.0
CHEMBL4587156,,FC(F)(F)Oc1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,6.23,197.1,4.34,2.9,3.0,3.0,0.0
CHEMBL4089264,,CCN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1OC,6.23,220.14000000000001,4.37,3.9,5.0,5.0,0.0
CHEMBL427342,IMIDOCARB,O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,6.23,184.13,2.03,1.2,7.0,7.0,1.0
CHEMBL3623553,,CC(C)Cn1cc(C(=O)C(F)(F)F)cn1,6.23,145.06,2.28,2.5,1.0,1.0,0.0
CHEMBL4289362,,CC1CC2CC(=O)C3CCCN+4(O-)CCCC2(O)C34C1,6.23,254.17,1.99,6.2,4.0,4.0,1.0
CHEMBL4792240,,O=c1cc(-c2ccc(OCCCCN3CCc4ccccc4C3)cc2)oc2cc(OCCCCN3CCc4ccccc4C3)cc(O)c12,6.23,260.15999999999997,7.6,4.4,6.0,6.0,1.0
CHEMBL141873,,COc1ccc(C(=O)N(CCC2CCN(Cc3ccccc3)CC2)c2ccccc2)cc1,6.23,180.12,5.64,3.4,4.0,4.0,0.0
CHEMBL446060,PROPOXUR,CNC(=O)Oc1ccccc1OC(C)C,6.23,122.06,2.19,0.7,4.0,4.0,0.0
CHEMBL243057,,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2Cl)=CC1=O)Cc1ccccc1Cl,6.23,447.18,7.56,8.0,6.0,6.0,2.0
CHEMBL4566786,,COc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(OC)cc2)cc1,6.23,180.12,7.13,3.4,4.0,4.0,0.0
CHEMBL4080358,,CCN(CC)c1ccc(/C=C/c2ccc3ccccc3n+2C)c(Cl)c1,6.22,133.53,5.33,4.0,1.0,1.0,0.0
CHEMBL5178350,,Cc1cc(Br)cc(C)c1OCC(=O)NCC1CCN(Cc2ccccc2)CC1,6.22,260.02,4.47,4.4,4.0,4.0,0.0
CHEMBL4757035,,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(F)cc23)cc1,6.22,91.03,4.39,-1.1,4.0,4.0,0.0
CHEMBL4091851,,COc1ccc(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OC,6.22,177.54,5.44,3.5,3.0,3.0,0.0
CHEMBL5278778,,COc1ccc2c(c1)c(C=O)cn2CCCCCCCCCCN(C)Cc1ccc(O)cc1,6.22,230.14999999999998,6.42,5.2,4.0,4.0,1.0
CHEMBL3087674,,CC(C)Cc1ccc(C(C)C(=O)NCCCNCCCNC2=CC(=O)C(NCCCNCCCNC(=O)C(C)c3ccc(CC(C)C)cc3)=CC2=O)cc1,6.22,532.38,5.06,8.0,10.0,10.0,3.0
CHEMBL2234529,,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(N+(=O)O-)cc1)CCCC3,6.22,238.14,3.85,2.6,7.0,7.0,1.0
CHEMBL1203539,,CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,6.22,252.2,1.37,5.2,6.0,6.0,2.0
CHEMBL2234537,,CC1(C)CC(=O)C2=C(C1)Nc1nc3c(c(N)c1C2c1ccncc1)CCCC3,6.22,200.15,4.14,5.4,3.0,3.0,1.0
CHEMBL3087676,,O=C(Cc1ccccc1Nc1c(Cl)cccc1Cl)NCCCNCCCNC1=CC(=O)C(NCCCNCCCNC(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)=CC1=O,6.22,582.1,7.64,8.0,11.0,12.0,4.0
CHEMBL134154,,COc1cccc2nc3c(c(N)c12)CCCO3,6.22,94.05,2.15,0.7,3.0,3.0,0.0
CHEMBL1771549,,c1cc(CN+23CCC(CC2)CC3)cc(-c2cccc(CN+34CCC(CC3)CC4)c2)c1,6.21,220.18,5.61,7.4,2.0,2.0,1.0
CHEMBL4865745,,Nc1c2c(nc3ccc(F)cc13)CCCCC2,6.21,93.06,3.23,2.2,1.0,1.0,0.0
CHEMBL5629932,,Brc1ccc(Cn2cc(CNC3CCCCCC3)nn2)cc1,6.21,189.99,3.9,4.7,1.0,1.0,0.0
CHEMBL13426,,CN(C)Cc1ccc(CSCCCCCCCSCc2ccc(CN(C)C)o2)o1,6.21,272.29,6.11,6.9,2.0,2.0,1.0
CHEMBL185896,,CC(Cc1ccc(O)cc1)C1CCC(C)C(c2ccc(O)cc2)C1,6.21,152.1,5.5,4.0,2.0,2.0,0.0
CHEMBL4536715,,Oc1ccc(/C=N/c2c3c(nc4ccccc24)CCCC3)cc1O,6.21,106.06,4.28,1.2,2.0,3.0,0.0
CHEMBL4472570,,COc1ccc2nc3c(c(NCCCCCNC(=O)C(N)Cc4cnHc5ccccc45)c2c1)CCCC3,6.21,230.16,4.87,4.6,5.0,5.0,0.0
CHEMBL4091169,,Clc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(Cl)c1,6.21,182.99,4.75,4.5,2.0,2.0,0.0
CHEMBL380830,,CCNC(=O)Oc1ccc2c(c1)C1(C)COC(C1)O2,6.21,174.09,2.19,1.7,5.0,5.0,0.0
CHEMBL454592,,COc1cc(C2OCC3C2COC3c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,6.21,272.12,3.81,2.0,8.0,8.0,1.0
CHEMBL132365,,COc1cccc2nc3c(c(N)c12)CCCC3,6.21,90.06,2.7,1.7,2.0,2.0,0.0
CHEMBL4164078,,Cc1cc(=O)oc2cc(OCCCCCCSC(=S)N3CCCCC3)ccc12,6.21,266.26,5.54,5.2,3.0,3.0,1.0
CHEMBL4580216,,S=C(NNc1c2c(nc3ccccc13)CCCC2)Nc1ccccc1,6.21,134.14,4.43,1.6,2.0,3.0,0.0
CHEMBL3764305,,COc1ccc2c3c1OC1CC(O)CCC31CCN(C)C2,6.21,194.11999999999998,2.07,3.7,4.0,4.0,0.0
CHEMBL1783535,,CC(C)C1=NC2CCC34CC35C(=O)CC3(C)C(C(C)N(C)C)C(O)CC3(C)C5CCC4C2(C)CC1,6.21,432.33,5.76,8.0,4.0,4.0,1.0
CHEMBL5181301,,CCN(CC)Cc1ccc(/C=C2\Cc3ccccc3C2=O)cc1,6.21,138.1,4.35,3.7,2.0,2.0,0.0
CHEMBL4289318,,COc1cc2nc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(OC)c2cc1OC,6.21,236.14000000000001,4.29,3.4,6.0,6.0,1.0
CHEMBL4857955,,O=C(Nc1cncc(C(=O)NC2CCN(Cc3ccccc3)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,6.21,248.16,3.47,3.3,7.0,7.0,1.0
CHEMBL1127,7-HYDROXYTACRINE,Nc1c2c(nc3ccccc13)CC(O)CC2,6.21,78.05,1.67,1.2,2.0,2.0,0.0
CHEMBL3818616,,O=C1/C(=C/C2CCN(Cc3ccccc3)CC2)Cc2cccc(O)c21,6.2,166.10999999999999,3.97,3.7,3.0,3.0,0.0
CHEMBL106082,,CN(C)Cc1ccc(CSCCNc2cc(Nc3ccccc3C#N)c(N+(=O)O-)cc2N+(=O)O-)o1,6.2,264.19,5.12,-0.3,10.0,10.0,1.0
CHEMBL4529936,,Fc1cc(F)cc(CN2CCC(CNc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c1,6.2,220.99,8.39,4.5,2.0,2.0,0.0
CHEMBL155392,,CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,6.2,216.17,0.5,3.7,5.0,6.0,0.0
CHEMBL610779,,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,6.2,142.09,5.15,2.7,3.0,3.0,0.0
CHEMBL33098,,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CCC)C1C2,6.2,252.18,4.87,6.4,4.0,4.0,1.0
CHEMBL1085630,,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CCC)C1C2,6.2,252.18,4.87,6.4,4.0,4.0,1.0
CHEMBL5799857,,Nc1cc(OCCF)c(C(=O)CCC2CCN(CC3CCCCC3)CC2)cc1Cl,6.2,318.64,5.53,7.7,4.0,4.0,1.0
CHEMBL5187045,,CCN(CC)C(=O)c1ccc2c(c1)nc(Cc1ccc(OC(=O)N3CCC3)cc1)n2CCC(C)C,6.2,256.17,5.36,5.4,5.0,5.0,1.0
CHEMBL167911,DICHLORVOS,COP(=O)(OC)OC=C(Cl)Cl,6.2,213.91,2.68,1.6,4.0,4.0,0.0
CHEMBL5647222,,COc1cc(-c2cc(-c3ccc(Br)cc3)nc3nHnc(N)c23)cc(OC)c1OC,6.2,165.93,4.66,0.2,4.0,4.0,0.0
CHEMBL3402714,,CN(CCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F,6.2,211.13,4.5,3.9,4.0,4.0,0.0
CHEMBL3916769,,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)c(OC)c1,6.2,232.15,4.14,4.4,5.0,5.0,0.0
CHEMBL104355,,CN(C)Cc1ccc(CSCCNc2ccc(F)cc2N+(=O)O-)o1,6.19,197.15,3.73,1.1,5.0,5.0,0.0
CHEMBL4164186,,O=C(Nc1cc(Cl)nc(Cl)c1)OCCCCCNCc1cnHc2ccccc12,6.19,214.99,5.38,3.5,4.0,4.0,0.0
CHEMBL4591964,,O=C(Nc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2cccc(F)c2)CC1,6.19,217.99,7.77,4.0,3.0,3.0,0.0
CHEMBL3416657,,COc1cc(/C=C2\Oc3cc(OCCN4CCCC4)ccc3C2=O)cc(OC)c1OC,6.19,254.13,3.8,2.7,7.0,7.0,1.0
CHEMBL104334,,CN(C)Cc1ccc(CSCCNc2cc(Nc3ncccc3N+(=O)O-)c(N+(=O)O-)cc2N+(=O)O-)o1,6.19,284.18,4.55,-1.8,12.0,12.0,2.0
CHEMBL4532149,,O=C(Nc1nc(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)s1)C1CCN(Cc2cc(F)cc(F)c2)CC1,6.19,236.99,7.91,4.0,3.0,3.0,0.0
CHEMBL5179832,,CC(=O)N1N=C(c2ccc(-c3ccccc3)cc2)CC1c1ccccc1N+(=O)O-,6.19,150.07999999999998,4.96,0.1,6.0,6.0,1.0
CHEMBL4753795,,COc1cc2nc3ccccc3c(Nc3ccc(C(=O)NO)cc3)c2c(OC)c1OC,6.19,156.06,4.28,-1.1,7.0,7.0,1.0
CHEMBL3415580,,O=C1c2ccccc2C(=O)N1CCCCCCCNCc1cccc(Cl)c1,6.19,215.57,4.68,4.2,4.0,4.0,0.0
CHEMBL3402715,,CN(CCCCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1F,6.19,223.14000000000001,4.89,4.4,4.0,4.0,0.0
CHEMBL3356538,,COc1ccc2nc3c(c(NCCNC4=CC(=O)c5c(O)cccc5C4=O)c2c1)CCCC3,6.19,224.13,3.79,2.9,6.0,6.0,1.0
CHEMBL4461886,,COc1ccc(-c2cc3c(c(=O)o2)CC2(O)C4(C)CCC(O)C(C)(C)C4(O)CCC2(C)O3)cc1,6.19,288.15999999999997,3.45,5.0,6.0,6.0,1.0
CHEMBL435071,,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(N+(=O)O-)c3)CC1)C2,6.19,252.14000000000001,4.27,2.9,7.0,7.0,1.0
CHEMBL2022933,,C#CCN1CCc2nc3nc(N4CCCC4)c(C#N)cc3c(N)c2C1,6.19,188.14999999999998,1.68,4.3,4.0,4.0,0.0
CHEMBL1790041,RANITIDINE,CNC(=CN+(=O)O-)NCCSCc1ccc(CN(C)C)o1,6.19,228.19,1.46,2.3,6.0,6.0,1.0
CHEMBL108163,,CN(C)Cc1ccc(CSCCNc2cc(Nc3ccccc3)c(N+(=O)O-)cc2N+(=O)O-)o1,6.19,238.17000000000002,5.25,-0.5,9.0,9.0,1.0
CHEMBL575614,,CCC1=CC2Cc3nc4cnccc4c(N)c3C(C1)C2,6.18,122.10000000000001,3.6,4.2,1.0,1.0,0.0
CHEMBL3582226,,c1cc(-c2cnc3nHc4cnc(-c5cnoc5)cc4c3c2)ccc1CN1CCCCC1,6.18,86.07000000000001,5.42,2.7,1.0,1.0,0.0
CHEMBL5433956,,Cc1cc(=O)nHc2c1C(=O)C(NCCNc1c3c(nc4ccccc14)CCCC3)=CC2=O,6.18,208.13,3.07,3.4,4.0,5.0,0.0
CHEMBL139330,,CC(=O)Oc1cc(N+(C)(C)C)ccc1C,6.18,118.07000000000001,2.12,1.7,3.0,3.0,0.0
CHEMBL125578,,CC(=O)N(C)CCC1CCN(Cc2ccccc2)CC1,6.18,176.13,2.77,4.4,3.0,3.0,0.0
CHEMBL5185422,,O=C(CCN1CCCCC1)Nc1nnHc2ncccc12,6.18,140.1,1.77,2.9,3.0,3.0,0.0
CHEMBL4854713,,Nc1c2c(nc3ccc(F)cc13)CCC2,6.18,69.04,2.44,1.2,1.0,1.0,0.0
CHEMBL4105085,,CC(=O)C1=CN(Cc2ccccc2C)C=CC1CC1Cc2cc(C)c(C)cc2C1=O,6.18,226.16,5.48,6.2,2.0,3.0,1.0
CHEMBL6029360,,CCCCN1CCC(CCC(=O)c2cc(I)c(N)cc2OC)CC1,6.18,343.05,4.36,4.9,4.0,4.0,0.0
CHEMBL4283770,,CN(C)CCOc1ccc(/C=C2\COc3ccccc3C2=O)cc1,6.18,158.09,3.29,2.2,4.0,4.0,0.0
CHEMBL4292446,,COc1cc2oc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,6.18,200.11,3.2,1.9,6.0,6.0,1.0
CHEMBL130880,IPIDACRINE,Nc1c2c(nc3c1CCC3)CCCC2,6.18,98.08,2.03,3.2,1.0,1.0,0.0
CHEMBL176773,,COc1cccc(CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc2cccc(OC)c2)c1,6.17,456.32,7.65,8.0,8.0,8.0,2.0
CHEMBL107254,,CN(C)Cc1ccc(CSCCNc2cc(Nc3ccc(F)cc3)c(N+(=O)O-)cc2N+(=O)O-)o1,6.17,257.17,5.39,-0.5,9.0,9.0,1.0
CHEMBL157182,,C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,6.17,179.54,2.92,2.7,4.0,4.0,0.0
CHEMBL4091683,,CCN(CCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,6.17,168.11,3.58,2.9,4.0,4.0,0.0
CHEMBL4763434,,O=C(N/N=C/c1ccc(F)cc1F)N1CCN(c2ccccn2)CC1,6.17,182.1,2.23,1.3,5.0,5.0,0.0
