Molecule ChEMBL ID,Molecule Name,Standardized_Smiles,pChEMBL Value,Molecular_Weight,AlogP,AlogP,HBD,HBA,RO5_Violations
CHEMBL284519,,CCN1CCC2(C)c3cc(OC(=O)NC)ccc3CC12,7.42,180.12,2.31,3.4,4.0,4.0,0.0
CHEMBL4278287,,COc1ccc2nc3c(c(NCCCNC(=O)c4sc(-c5ccnc(NC(=O)C6CC6)c5)nc4OC)c2c1)CCCC3,7.42,274.16999999999996,5.23,4.1,7.0,7.0,1.0
CHEMBL4514959,,O=C(Cc1cc(=O)oc2cc(O)ccc12)NCCCNCCNCCCNc1c2c(nc3ccccc13)CCCC2,7.42,272.18,3.66,4.3,7.0,7.0,1.0
CHEMBL378404,,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)COC(C1)O2,7.42,162.07999999999998,4.0,1.2,5.0,5.0,0.0
CHEMBL4741219,,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nn1,7.41,293.62,5.32,5.4,6.0,6.0,2.0
CHEMBL330883,,Nc1c2c(nc3ccccc13)CCCCC2,7.41,74.06,3.09,2.2,1.0,1.0,0.0
CHEMBL4100298,,CCN(CCCCNC(=O)COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc1)Cc1ccccc1OC,7.41,284.14,4.99,1.9,9.0,9.0,1.0
CHEMBL1204299,,Cc1cc(=NCCC2CCN(Cc3ccccc3)CC2)nHnc1-c1ccccc1,7.41,136.11,4.59,3.9,2.0,2.0,0.0
CHEMBL31561,P-XYLENE,Cc1ccc(C)cc1,7.4,24.02,2.3,1.0,0.0,0.0,0.0
CHEMBL3093796,,c1ccn+(CCCCCCCCCn+2ccc3ccccc3c2)cc1,7.4,108.09,4.85,4.5,0.0,0.0,0.0
CHEMBL365904,,COc1cc2c(cc1OC)SC(C(=O)CCc1ccn+(CC3CCC3)cc1)C2,7.4,224.18,4.01,4.5,3.0,3.0,0.0
CHEMBL5091660,,COc1cccc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)c1,7.4,186.14,7.12,5.7,2.0,2.0,1.0
CHEMBL104553,,c1ccc2cn+(CCCCCCCCCn+3ccc4ccccc4c3)ccc2c1,7.4,108.09,6.0,4.5,0.0,0.0,0.0
CHEMBL62664,,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)C12,7.4,380.27000000000004,4.99,8.0,7.0,7.0,2.0
CHEMBL55315,,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2,7.4,170.11,3.95,2.1,5.0,5.0,0.0
CHEMBL3642050,,CC(=O)NCCc1cnHc2ccc(OC(=O)NCCCCCCCNc3c4c(nc5ccc(Cl)cc35)CCCC4)cc12,7.4,317.64,7.08,6.4,6.0,6.0,2.0
CHEMBL1243012,,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2,7.4,170.11,3.95,2.1,5.0,5.0,0.0
CHEMBL431519,,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)C12,7.4,368.26,4.6,8.0,7.0,7.0,2.0
CHEMBL1651128,,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CNCCO2,7.4,204.14000000000001,4.04,4.4,4.0,4.0,0.0
CHEMBL82810,,COc1cc2cc(C(=O)CCc3ccn+(CC4CCC4)cc3)sc2cc1OC,7.4,168.1,4.82,3.5,3.0,3.0,0.0
CHEMBL606372,,C/C=C1\C2C=C(C)CC1(/N=C/C=C/c1ccc(N(C)C)cc1)c1ccc(=O)nHc1C2,7.4,224.17000000000002,4.89,6.4,3.0,3.0,1.0
CHEMBL4454706,,COc1c(C(=O)CCC2CCN(CC3CCCCC3)CC2)ccc2nHccc12,7.4,238.17,5.43,6.7,3.0,3.0,1.0
CHEMBL12089,BERBERINE CHLORIDE,COc1ccc2cc3n+(cc2c1OC)CCc1cc2c(cc1-3)OCO2,7.4,124.05,3.1,0.5,4.0,4.0,0.0
CHEMBL2064468,,CN(CCCN1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1)C1CCCCC1,7.39,296.24,4.8,8.0,4.0,4.0,1.0
CHEMBL5178355,,CCCCC1OC(=O)c2cc(OCc3ccc(CN4CCCCC4)c(O)c3)ccc21,7.39,234.14,5.36,4.2,5.0,5.0,0.0
CHEMBL4441237,,CN(C)c1ccc(/C=N/c2ccc3oc(=O)ccc3c2)cc1,7.39,80.05,3.61,0.4,3.0,3.0,0.0
CHEMBL4777788,,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2)nc1OCC1CC1,7.39,307.63,5.07,5.1,7.0,7.0,2.0
CHEMBL4092048,,COc1cc2c(cc1OC)C(=O)C(Cc1ccn+(Cc3cccc(Cl)c3)cc1C(N)=O)C2,7.39,209.54,3.39,2.5,5.0,5.0,0.0
CHEMBL418917,,CN1CCC2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,7.39,158.1,3.64,1.6,5.0,5.0,0.0
CHEMBL596457,,C/C=C1\C2C=C(C)CC1(/N=C/c1ccccc1OS(=O)(=O)O-)c1ccc(=O)nHc1C2,7.39,258.18,3.34,2.7,6.0,6.0,1.0
CHEMBL386541,,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(C)(=O)=O,7.39,235.62,2.99,3.7,3.0,4.0,0.0
CHEMBL3985059,,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(F)cc3)CC1)C2,7.39,225.13,4.5,4.2,4.0,4.0,0.0
CHEMBL445846,,COc1cc(CCC(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,7.39,266.15,3.33,2.6,7.0,8.0,1.0
CHEMBL4292477,,Nc1ccc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2c1,7.39,182.12,3.41,2.6,5.0,5.0,0.0
CHEMBL5573861,,CC(c1cccc(OC(=O)NCCCCCCNc2c3c(nc4cc(F)ccc24)CCCC3)c1)N(C)C,7.38,273.18,6.64,5.6,5.0,5.0,1.0
CHEMBL130373,,Nc1c2c(nc3cnccc13)OCCC2,7.38,66.04,1.54,0.7,2.0,2.0,0.0
CHEMBL1084090,,CCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4cccnc4oc3c2)c1,7.38,236.14000000000001,5.91,3.4,6.0,6.0,1.0
CHEMBL313231,,CN+1(Cc2ccccc2)CCC(CCC(=O)c2ccc3c(c2)OCO3)CC1,7.38,194.11999999999998,4.44,3.7,4.0,4.0,0.0
CHEMBL5193520,,O=C(COc1ccc(N+(=O)O-)cc1)NCCN1CCN(Cc2ccccc2)CC1,7.38,228.13,1.91,1.3,8.0,8.0,1.0
CHEMBL4206041,,Cc1cc(=O)oc2cc(OCc3ccn+(Cc4cccc(F)c4)cc3)ccc12,7.38,87.03,4.16,0.5,2.0,2.0,0.0
CHEMBL3289927,,CCOC(OCC)c1ccc(/C=C2\CN(C)C/C(=C\c3ccc(C(OCC)OCC)cc3)C2=O)cc1,7.38,310.19,5.81,6.2,6.0,6.0,2.0
CHEMBL368196,,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,7.38,109.51,3.84,3.0,1.0,1.0,0.0
CHEMBL4210729,,COc1ccc(Cn2cc(C(=O)NCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,7.38,231.57,6.37,3.7,5.0,5.0,0.0
CHEMBL315013,,COc1cc2cc(C(=O)CC(O)C3CCN+(C)(Cc4ccccc4)CC3)sc2cc1OC,7.37,222.13,4.91,3.7,5.0,5.0,0.0
CHEMBL4168037,,COc1ccc2c(c1)CCC(Cc1ccn+(Cc3ccccc3F)cc1C(C)=O)C2=O,7.37,175.09,4.36,3.0,2.0,3.0,0.0
CHEMBL361869,,COc1cc2cc(C(=O)C3CCN+(C)(Cc4ccccc4)CCC3O)sc2cc1OC,7.37,210.11999999999998,4.52,3.2,5.0,5.0,0.0
CHEMBL3818084,,COc1ccc2c(c1)C/C(=C\C1CCN(Cc3ccccc3)CC1)C2=O,7.37,178.11999999999998,4.27,4.2,2.0,3.0,0.0
CHEMBL1783523,,CC(C)C1=NC2CCC34CC35C(=O)CC3(C)C(C(C)N(C)C(=O)c6ccccc6)C(O)CC3(C)C5CCC4C2(C)CS1,7.37,468.38,6.89,8.0,5.0,5.0,1.0
CHEMBL73974,,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)CCN2,7.37,195.13,4.67,4.4,3.0,3.0,0.0
CHEMBL1651250,,O=C(CCC1CCN(Cc2ccc(N+(=O)O-)cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,7.37,236.14000000000001,5.01,3.4,6.0,6.0,1.0
CHEMBL230434,,CCN(CCCCCCNc1ccc(NCCCCCCN(CC)Cc2ccccc2OC)cc1)Cc1ccccc1OC,7.37,328.24,8.69,7.8,6.0,6.0,2.0
CHEMBL576385,,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCl)c3C(C1)C2,7.36,205.01,5.53,6.3,1.0,1.0,1.0
CHEMBL4241840,,COc1ccc2c(c1)C/C(=C/C1CCN(Cc3ccccc3)CC1)C2=O,7.36,178.11999999999998,4.27,4.2,2.0,3.0,0.0
CHEMBL3752926,,COc1cccc2cc(C(=O)NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)oc12,7.36,216.15,6.66,4.9,4.0,4.0,0.0
CHEMBL75121,,COc1cc2cc(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)oc2cc1OC,7.36,122.06,5.11,0.7,4.0,4.0,0.0
CHEMBL3884988,,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCNc4c5c(nc6ccccc46)CCCC5)CC3)cccc21,7.36,226.19,5.54,3.1,5.0,5.0,0.0
CHEMBL4759893,,COc1ccc2nHcc(CCNC(=O)CN(CCCCCCCCNc3c4c(nc5ccccc35)CCCC4)C(=O)/C=C/c3ccc(O)c(OC)c3)c2c1,7.36,374.24,7.97,7.1,8.0,8.0,2.0
CHEMBL61561,,CCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2,7.35,165.11999999999998,5.64,5.2,1.0,1.0,1.0
CHEMBL374184,,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,7.35,220.14000000000001,3.95,3.9,5.0,5.0,0.0
CHEMBL1084367,,CN(C)CCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,7.35,220.18,6.21,7.4,2.0,2.0,1.0
CHEMBL3417002,,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(Cc2cccnc2)CC1,7.35,215.57,4.2,4.2,4.0,4.0,0.0
CHEMBL1819170,,c1ccc2c(NCCCCCCCN3CCOCC3)c3c(nc2c1)CCCC3,7.35,224.17000000000002,4.81,6.4,3.0,3.0,1.0
CHEMBL491358,,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)c(OC)c1)CCCC3,7.35,248.15,3.95,3.9,6.0,6.0,1.0
CHEMBL3986650,,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(N+(=O)O-)c1)CC(C)(C)CC3,7.35,250.15,4.09,3.1,7.0,7.0,1.0
CHEMBL5181051,,CCC1C/C(=C\c2cc(OC)c(OC)c(OC)c2Br)C(=O)c2ccccc21,7.35,251.99,5.64,3.5,4.0,4.0,0.0
CHEMBL5285953,,CCOc1ccc2c(c1)O/C(=C\c1ccc(OCCN3CCCCC3)cc1)C2=O,7.35,222.13,4.57,3.7,4.0,5.0,0.0
CHEMBL4068888,,CCN(CC)Cc1ccc(NC(=O)c2ccccc2)c(C(=O)C(=O)N(CC)CC)c1,7.35,234.15,3.83,3.6,6.0,6.0,1.0
CHEMBL4779478,,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,7.35,286.18,4.64,4.6,7.0,7.0,1.0
CHEMBL5289604,,COc1cc2c(cc1OC)/C(=N\NC(=O)c1ccccc1OC(C)=O)C(CC1CCN(Cc3ccccc3)CC1)C2,7.34,302.18,5.24,4.1,8.0,8.0,1.0
CHEMBL4761239,,CCNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,7.34,284.19,4.81,4.8,7.0,7.0,1.0
CHEMBL127527,,COc1cccc(N(CCC2CCN(Cc3ccccc3)CC2)C(C)=O)c1,7.34,192.13,4.35,3.9,4.0,4.0,0.0
CHEMBL223714,,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1cnHc2ccccc12,7.34,235.6,7.43,6.2,3.0,3.0,1.0
CHEMBL4287970,,COc1cc2oc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,7.34,224.13,3.84,2.9,6.0,6.0,1.0
CHEMBL272230,,O=C(CCON+(=O)O-)NCCCCNc1c2c(nc3ccccc13)CCCC2,7.34,238.14,3.02,2.6,7.0,7.0,1.0
CHEMBL298312,METACRESOL,Cc1cccc(O)c1,7.34,28.009999999999998,1.7,0.0,1.0,1.0,0.0
CHEMBL4633378,,COc1cccc(-c2ccc(/C=N/N3CC(=O)N(CCC4CCN(Cc5ccccc5)CC4)C3=O)o2)c1,7.33,260.17,4.86,3.8,7.0,7.0,1.0
CHEMBL4790766,,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(Cl)c3)CC2)nc1-c1ccc(OC)c(OC)c1,7.33,365.66,3.77,2.4,10.0,10.0,1.0
CHEMBL5088541,,COc1cc(CCCCCCCCNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1,7.33,214.14999999999998,7.13,5.7,3.0,3.0,1.0
CHEMBL4636043,,O=C1CN(/N=C/c2ccc(-c3ccc(N+(=O)O-)cc3)o2)C(=O)N1CCC1CCN(Cc2ccccc2)CC1,7.33,278.17,4.76,2.5,9.0,9.0,1.0
CHEMBL4212275,,C#CCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,7.33,156.1,0.5,2.4,4.0,4.0,0.0
CHEMBL1084094,,CN(C)CCCCCCCCNc1c2c(nc3ccccc13)CCCC2,7.33,196.16,5.43,6.4,2.0,2.0,1.0
CHEMBL3751941,,c1ccc2oc(CNCCCCCCNc3c4c(nc5ccccc35)CCC4)cc2c1,7.33,148.12,6.23,4.4,2.0,2.0,0.0
CHEMBL73339,,CCCCCN1CCc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc21,7.33,236.18,6.11,6.9,3.0,3.0,1.0
CHEMBL4063877,,CN1CCN(Cc2ccc3c(c2)C(=O)C(=O)N3C(=O)c2ccccc2)CC1,7.32,198.12,1.8,2.1,6.0,6.0,1.0
CHEMBL5572861,,CC(c1cccc(OC(=O)NCCCCCNc2c3c(nc4cc(Br)ccc24)CCCC3)c1)N(C)C,7.32,310.06,6.87,5.6,5.0,5.0,1.0
CHEMBL5169453,,CCCCN(CCOc1cccc2c(OC(=O)N(C)C)cccc12)CCC1CCCCCC1,7.32,292.2,6.74,6.9,5.0,5.0,1.0
CHEMBL4758624,,COc1cc2c(cc1O)CCC(C)(CC(=O)NCCOCCOCCNc1c3c(nc4cc(Cl)ccc14)CCCC3)O2,7.32,363.64,5.22,5.7,8.0,8.0,2.0
CHEMBL176585,,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1)Cc1ccccc1,7.31,424.32,8.41,8.0,6.0,6.0,2.0
CHEMBL2441673,,COc1cc2c(cc1OC)CN+(C)(CCCCCCCc1cccc(OC)n+1C)CC2,7.31,242.16,4.23,5.7,4.0,4.0,1.0
CHEMBL3754291,,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1,7.31,176.13,6.26,4.4,3.0,3.0,0.0
CHEMBL4750284,,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC(C)C,7.31,272.18,4.67,4.3,7.0,7.0,1.0
CHEMBL396247,,COc1cc2cc(-c3ccc(CN(CCO)Cc4ccccc4)cc3)c(=O)oc2cc1OC,7.31,150.07,4.47,0.7,5.0,5.0,0.0
CHEMBL4466307,,NC(Cc1cnHc2ccccc12)C(=O)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,7.3,273.63,6.69,6.9,4.0,4.0,1.0
CHEMBL1643944,,c1ccc2cn+(CCCCCCCCCCn+3ccc4ccccc4c3)ccc2c1,7.3,120.1,6.39,5.0,0.0,0.0,0.0
CHEMBL87823,,COc1ccc2cc(C(=O)CCC3CCN+(C)(Cc4ccccc4)CC3)ccc2c1,7.3,178.11999999999998,5.87,4.2,3.0,3.0,0.0
CHEMBL306179,,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,7.3,188.14000000000001,4.84,4.9,3.0,3.0,0.0
CHEMBL330004,,Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,7.3,177.98,5.44,4.2,1.0,1.0,0.0
CHEMBL3215770,,O=C(NCCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,7.3,347.1,10.92,8.0,4.0,4.0,1.0
CHEMBL3323053,,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCC2,7.3,178.11999999999998,2.6,4.2,3.0,3.0,0.0
CHEMBL129837,4-ISOPROPYLPHENSERINE,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)cc1,7.3,206.14,4.79,3.6,5.0,5.0,0.0
CHEMBL180483,,COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCC3)cc1)C2,7.3,198.10999999999999,3.49,2.7,5.0,5.0,0.0
CHEMBL335033,,CSc1nc(-c2ccc3ccccc3c2)nn1C(=O)N(C)C,7.3,110.11,3.35,1.2,2.0,2.0,0.0
CHEMBL1794936,,COc1ccc2c3c1OC1CC(O)C=CC31CCN(CCCCCCCCN1C(=O)c3ccccc3S1(=O)=O)C2,7.3,384.27,4.41,5.9,8.0,8.0,2.0
CHEMBL4780148,,COc1cc2c(cc1OC)/C(=C/c1ccc(N3CCCCC3)c(O)c1)OC2=O,7.3,214.10999999999999,4.07,2.2,5.0,6.0,0.0
CHEMBL4465796,,COc1ccc(/C=C2/S/C(=N/c3ccc4oc(=O)ccc4c3)NC2=O)cc1,7.3,168.13,3.69,0.4,5.0,5.0,0.0
CHEMBL4633540,,C#CCNc1c2c(nc3ccccc13)CCCC2,7.29,98.08,3.16,3.2,1.0,1.0,0.0
CHEMBL4529710,,O=C(CCC1CCN(CC2CCCCC2)CC1)c1ccc2nHccc2c1,7.29,210.16,5.42,6.7,2.0,2.0,1.0
CHEMBL385269,,COc1cc(C(=O)NCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,7.29,242.13,3.01,1.6,7.0,8.0,1.0
CHEMBL4800002,,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(Cl)c3)CC2)nc1-c1ccc(OC)c(OC)c1,7.29,325.64,3.39,1.9,9.0,9.0,1.0
CHEMBL242661,,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccc(OC)cc2)=CC1=O)Cc1ccc(OC)cc1,7.29,432.3,6.27,8.0,8.0,8.0,2.0
CHEMBL2064404,,O=C(CCN1CCCCC1)N1CCN(CCNc2c3c(nc4ccccc24)CCCC3)CC1,7.29,288.22,3.55,7.3,5.0,5.0,1.0
CHEMBL189957,,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,7.29,224.13,6.13,2.9,6.0,6.0,1.0
CHEMBL541344,,CC1=CC2Cc3nc4ccccc4c(N)c3C(C1)C2,7.29,110.09,3.81,3.7,1.0,1.0,0.0
CHEMBL594186,,C/C=C1\C2C=C(C)CC1(/N=C/C(=C/c1ccccc1)CCCCC)c1ccc(=O)nHc1C2,7.29,246.19,6.77,8.0,2.0,2.0,1.0
CHEMBL4213591,,COc1ccc(Cn2cc(C(=O)NCCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,7.29,279.61,7.93,5.7,5.0,5.0,1.0
CHEMBL260964,,O=C(CO/N=N+(\O-)N1CCCC1)NCCCCNc1c2c(nc3ccccc13)CCCC2,7.29,286.19,3.33,4.0,8.0,8.0,1.0
CHEMBL340672,,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,7.28,164.12,4.34,3.9,3.0,3.0,0.0
CHEMBL1651245,,O=C(CCC1CCN(Cc2ccccc2)CC1)c1cc2c3c(c1)CCN3C(=O)CCC2,7.28,240.17000000000002,4.79,5.9,4.0,4.0,1.0
CHEMBL87320,,COCCN+1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1,7.28,246.14999999999998,4.38,4.7,5.0,5.0,0.0
CHEMBL1083791,,CN(C)CCCCCCCNc1c2c(nc3ccccc13)CCCC2,7.28,184.15,5.04,5.9,2.0,2.0,1.0
CHEMBL554179,,C#CCNC1CCc2c(OC(=O)N(C)C)cccc21,7.28,168.11,1.96,2.9,4.0,4.0,0.0
CHEMBL5191187,,CC(=O)N1N=C(c2ccccc2N+(=O)O-)CC1c1ccc(-c2ccccc2)cc1,7.28,150.07999999999998,4.96,0.1,6.0,6.0,1.0
CHEMBL599644,,CN(Cc1ccccc1)Cc1ccc(/C=C2\CCc3cc(OCCCCCN4CCCCC4)ccc3C2=O)cc1,7.28,276.2,7.57,7.4,4.0,4.0,1.0
CHEMBL5440650,,COC(=O)/C=C/C(=O)Nc1cccc(OCCCCSC(=S)N2CCCCC2C)c1,7.28,348.3,4.41,5.4,6.0,6.0,2.0
CHEMBL4281440,,Cn1c2nc3ccccc3c-2c(NCCCCNc2c3c(nc4ccccc24)CCCC3)c2ccccc21,7.28,136.11,7.56,3.9,2.0,2.0,0.0
CHEMBL2234526,,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(F)cc1)CCCC3,7.28,211.13,4.08,3.9,4.0,4.0,0.0
CHEMBL364125,,COCCN+1(C)CCCC(C(=O)c2cc3cc(OC)c(OC)cc3s2)CC1,7.28,234.14,3.99,4.2,5.0,5.0,0.0
CHEMBL314766,,COC(=O)CN+1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1,7.27,262.15,3.91,4.2,6.0,6.0,1.0
CHEMBL188714,,COC(=O)CN+1(C)CCC(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)CC1,7.27,318.23,3.1,5.2,6.0,6.0,2.0
CHEMBL488590,,CCN(CCCCCCN1C(=O)c2cccc3cccc(c23)C1=O)Cc1ccccc1OC,7.27,220.14000000000001,5.53,3.9,5.0,5.0,0.0
CHEMBL3356531,,O=C1C=C(NCCCNc2c3c(nc4ccccc24)CCCC3)C(=O)c2ccccc21,7.27,192.13,4.47,3.9,4.0,4.0,0.0
CHEMBL4759108,,Fc1ccc(-c2nnc(N3CCN(c4ccccn4)CC3)o2)c(F)c1,7.27,114.06,2.74,1.4,2.0,2.0,0.0
CHEMBL1083661,,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCN2,7.27,188.14000000000001,4.92,4.9,3.0,3.0,0.0
CHEMBL2419687,,N#Cc1cc(C#N)c(NCCCC2CCN(Cc3ccccc3)CC2)nc1Cl,7.27,223.6,4.58,5.1,4.0,4.0,1.0
CHEMBL1083662,,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCCN2c1ccccc1,7.27,188.14000000000001,6.65,4.9,3.0,3.0,0.0
CHEMBL3927363,,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(F)c3)CC1)C2,7.27,225.13,4.5,4.2,4.0,4.0,0.0
CHEMBL4160115,,COc1ccc2c(c1)CCC(Cc1ccn+(Cc3cccc(F)c3)cc1C(C)=O)C2=O,7.26,175.09,4.36,3.0,2.0,3.0,0.0
CHEMBL101940,,CN(CCOCCNC(=S)NC(=O)c1ccc(Cl)c(Cl)c1)Cc1ccccc1,7.26,273.07,3.75,3.7,5.0,5.0,0.0
CHEMBL92460,,c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,7.26,110.09,4.67,3.7,1.0,1.0,0.0
CHEMBL5267312,,C/C(=C\C1=CCN(C(=O)CCc2ccccc2)C(=O)C1)N1C(=O)c2ccccc2C1=O,7.26,248.15,3.5,3.9,5.0,6.0,0.0
CHEMBL3318018,,O=c1cc(-c2ccc(CN3CCCCC3)cc2)oc2ccccc12,7.26,102.07000000000001,4.45,2.2,2.0,2.0,0.0
CHEMBL4534662,,COc1cc(/C=C/C(=O)NCCNc2c3c(nc4ccccc24)CCCC3)ccc1OCc1ccccc1,7.26,208.13,5.94,3.4,5.0,5.0,0.0
CHEMBL4446234,,COc1ccc(NCC(=O)Nc2ccc3oc(=O)ccc3c2)cc1,7.26,112.05,2.85,-0.6,5.0,5.0,0.0
CHEMBL124156,,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,7.26,160.09,4.97,1.4,5.0,5.0,0.0
CHEMBL5563794,,O=C(NCCCCCCNc1c2c(nc3cc(Br)ccc13)CCCC2)Oc1ccc(-c2cc3cccnc3nH2)cc1,7.26,260.02,8.18,4.4,4.0,4.0,0.0
CHEMBL5523504,,FC(F)(F)c1ccc(-c2nnc(NC3CCN(Cc4ccccc4)CC3)o2)cc1,7.26,169.09,4.83,2.9,2.0,2.0,0.0
CHEMBL4436169,,COc1ccc(C(=O)CNc2ccc3oc(=O)ccc3c2)cc1,7.26,98.04,3.1,-0.3,4.0,4.0,0.0
CHEMBL4516296,,O=c1ccc2cc(/N=C/c3ccc(Br)cc3)ccc2o1,7.25,109.91000000000001,4.31,0.2,2.0,2.0,0.0
CHEMBL4284495,,COc1cc2oc(C(=O)OCCC3CCN(Cc4ccccc4)CC3)cc(=O)c2cc1OC,7.25,226.11999999999998,4.27,2.7,6.0,6.0,1.0
CHEMBL1241427,,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2,7.25,170.11,1.75,2.1,5.0,5.0,0.0
CHEMBL336524,,CCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,7.25,157.57,3.24,2.5,2.0,2.0,0.0
CHEMBL5569081,,CC(c1cccc(OC(=O)NCCCCCCNc2c3c(nc4cc(Br)ccc24)CCCC3)c1)N(C)C,7.25,322.07,7.26,6.1,5.0,5.0,1.0
CHEMBL174228,,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C)Cc1ccccc1C,7.25,448.34000000000003,9.03,8.0,6.0,6.0,2.0
CHEMBL597188,,CCN(CC)CCCCCOc1ccc2c(c1)CC/C(=C\c1ccc(CN(C)Cc3ccccc3)cc1)C2=O,7.25,264.19,7.42,6.9,3.0,4.0,1.0
CHEMBL431784,,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2,7.25,170.11,1.75,2.1,5.0,5.0,0.0
CHEMBL118752,,Nc1c2c(nc3ccccc13)CCC2,7.25,50.04,2.31,1.2,1.0,1.0,0.0
