Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Potency Category
CHEMBL1082434,,,351.45,0.0,4.29,228,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)OCO2,IC50,'=',30.0,nM,7.52,,,UO_0000065,21.41,0.4,3.23,19.4,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,30.0,Potent (7-8)
CHEMBL1084790,,,361.49,0.0,4.75,231,Cc1nc2cc(C(=O)CCC3CCN(Cc4ccccc4)CC3)ccc2[nH]1,IC50,'=',12.0,nM,7.92,,,UO_0000065,21.91,0.4,3.17,16.17,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,12.0,Potent (7-8)
CHEMBL102142,,,385.53,0.0,2.75,234,Cc1ccc(C(=O)NC(=S)NCCOCCN(C)Cc2ccccc2)cc1,IC50,'=',77.0,nM,7.11,,,UO_0000065,18.45,0.36,4.36,13.27,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,77.0,Potent (7-8)
CHEMBL1085031,,,501.61,1.0,3.21,242,CN(CCOCCNC(=S)NC(=O)c1ccc2c(c1)C(=O)c1ccccc1C2=O)Cc1ccccc1,IC50,'=',6.0,nM,8.22,,,UO_0000065,16.39,0.31,5.01,9.37,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,6.0,Very Potent (8-9)
CHEMBL1084530,,,416.61,1.0,6.76,268,c1ccc2c(NCCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,IC50,'=',83.0,nM,7.08,,,UO_0000065,17.0,0.31,0.32,14.21,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,83.0,Potent (7-8)
CHEMBL1082738,,,452.65,1.0,7.53,272,c1ccc2c(NCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,IC50,'=',8.8,nM,8.06,,,UO_0000065,17.8,0.32,0.53,16.16,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,8.8,Very Potent (8-9)
CHEMBL1086246,,,418.54,0.0,4.9,306,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(Cc3ccccc3)cc2)c1,IC50,'=',24.7,nM,7.61,,,UO_0000065,18.18,0.34,2.71,14.98,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,24.7,Potent (7-8)
CHEMBL124156,,,404.51,0.0,4.97,309,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,IC50,'=',54.6,nM,7.26,,,UO_0000065,17.95,0.33,2.29,14.3,1,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,54.6,Potent (7-8)
CHEMBL340427,XANTHOSTIGMINE,,446.5,0.0,4.57,311,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',0.3,nM,9.52,,,UO_0000065,21.33,0.39,4.95,11.76,1,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,0.3,Extremely Potent (pIC50 ≥ 9)
CHEMBL75305,,,480.66,1.0,6.42,334,c1cnc2nc3c(c(NCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,IC50,'=',4.8,nM,8.32,,,UO_0000065,17.31,0.32,1.9,11.0,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,4.8,Very Potent (8-9)
CHEMBL76173,,,494.69,1.0,6.81,335,c1cnc2nc3c(c(NCCCCCCCNc4c5c(nc6ncccc46)CCCC5)c2c1)CCCC3,IC50,'=',1.3,nM,8.89,,,UO_0000065,17.96,0.33,2.08,11.75,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,1.3,Very Potent (8-9)
CHEMBL61533,,,216.26,0.0,2.83,347,Nc1c2c(nc3cc(F)ccc13)CCCC2,IC50,'=',87.0,nM,7.06,,,UO_0000065,32.65,0.6,4.23,18.15,1,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,87.0,Potent (7-8)
CHEMBL59782,,,330.9,1.0,6.15,357,CCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',13.0,nM,7.89,,,UO_0000065,23.83,0.47,1.74,31.65,1,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,13.0,Potent (7-8)
CHEMBL1085939,,,590.67,2.0,5.64,372,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1,IC50,'=',9.81,nM,8.01,,,UO_0000065,13.56,0.25,2.37,5.81,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,9.81,Very Potent (8-9)
CHEMBL1085940,,,588.7,2.0,6.2,373,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)CC/C(=C/c2cc(O)c(O)c(O)c2)C3=O)c1,IC50,'=',4.94,nM,8.31,,,UO_0000065,14.11,0.26,2.11,6.46,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,4.94,Very Potent (8-9)
CHEMBL224158,,,454.62,1.0,5.93,375,O=C(CCc1c[nH]c2ccccc12)NCCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',70.0,nM,7.16,,,UO_0000065,15.74,0.29,1.22,10.25,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,70.0,Potent (7-8)
CHEMBL355740,,,244.72,0.0,3.84,t18,Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,IC50,'=',85.11,nM,7.07,,,UO_0000065,28.89,0.57,3.23,18.17,1,CHEMBL829159,In vitro inhibitory activity against human erythrocyte acetylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1138734,1,Scientific Literature,J Med Chem,2004.0,,,,,-7.07,Potent (7-8)
CHEMBL272230,,,386.45,0.0,3.02,4,O=C(CCO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',45.7,nM,7.34,,,UO_0000065,18.99,0.36,4.32,6.9,0,CHEMBL932016,Inhibition of AChE by Ellman's assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141589,1,Scientific Literature,J Med Chem,2008.0,,,,,45.7,Potent (7-8)
CHEMBL346605,,,110.13,0.0,2.13,7 (table III),Cc1ccc(F)cc1,IC50,'=',9.55,nM,8.02,,,UO_0000065,72.82,1.37,5.89,,0,CHEMBL648291,Inhibition of acetylcholinesterase.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1126157,1,Scientific Literature,J Med Chem,1992.0,,,,,8.02,Very Potent (8-9)
CHEMBL140020,,,406.61,1.0,5.33,60,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1,IC50,'=',7.998,nM,8.1,,,UO_0000065,19.91,0.37,2.77,47.43,1,CHEMBL641238,Inhibition acetylcholinesterase (AChE) enzyme.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1130277,1,Scientific Literature,J Med Chem,1997.0,,,,,8.097,Very Potent (8-9)
CHEMBL131598,,,351.45,0.0,3.98,6(3'-methylphenserine),Cc1cccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)c1,IC50,'=',28.0,nM,7.55,,,UO_0000065,21.49,0.4,3.57,16.86,0,CHEMBL644628,In vitro inhibition of human erythrocyte acetylcholinesterase.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134282,1,Scientific Literature,J Med Chem,2001.0,,,,,28.0,Potent (7-8)
CHEMBL173607,,,693.12,2.0,9.31,19,CC[N+](C)(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCC[N+](C)(CC)Cc1ccccc1C)Cc1ccccc1C,IC50,'=',16.6,nM,7.78,,,UO_0000065,11.22,0.21,-1.53,19.15,0,CHEMBL638449,Inhibitory concentration against acetylcholinesterase from human erythrocytes,B,BAO_0000019,assay format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1136713,1,Scientific Literature,J Med Chem,2003.0,,,,,7.78,Potent (7-8)
CHEMBL12089,BERBERINE CHLORIDE,1.0,371.82,0.0,3.1,Berberine chloride,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],IC50,'=',40.0,nM,7.4,,,UO_0000065,21.99,0.4,4.3,18.13,0,CHEMBL1918466,Inhibition of AChE assessed as hydrolysis of acetylcholine preincubated for 15 mins measured after 15 mins by colorimetric Ellman assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1914414,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,,0.04,Potent (7-8)
CHEMBL122834,,,515.56,0.0,4.23,5,CCc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)C(O)C(O)C(=O)O,IC50,'=',10.0,nM,8.0,,,UO_0000065,21.89,0.4,3.77,17.85,0,CHEMBL644832,Ex vivo inhibition of human erythrocyte Acetylcholinesterase.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1135547,1,Scientific Literature,J Med Chem,2002.0,,,,,10.0,Very Potent (8-9)
CHEMBL384563,,,327.81,0.0,3.19,(+/-)-4a,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NC=O,IC50,'=',98.0,nM,7.01,,,UO_0000065,21.38,0.42,3.82,10.31,0,CHEMBL911220,Inhibition of human erythrocyte AChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137340,1,Scientific Literature,J Med Chem,2006.0,,,,,98.0,Potent (7-8)
CHEMBL283509,,,496.56,0.0,3.45,1 (arisugasin A),COc1ccc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc1OC,IC50,'=',1.0,nM,9.0,,,UO_0000065,18.12,0.34,5.55,7.8,0,CHEMBL642296,Inhibitory activity against Acetylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1133041,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,,,,,1.0,Extremely Potent (pIC50 ≥ 9)
CHEMBL386541,,,377.9,0.0,2.99,(+/-)-6a,CC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2NS(C)(=O)=O,IC50,'=',40.5,nM,7.39,,,UO_0000065,19.56,0.4,4.4,8.69,0,CHEMBL911220,Inhibition of human erythrocyte AChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137340,1,Scientific Literature,J Med Chem,2006.0,,,,,40.5,Potent (7-8)
CHEMBL24686,TERRITREM B,,526.58,1.0,3.45,3 (Territrem B),COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=CC(C)(C)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC,IC50,'=',8.0,nM,8.1,,,UO_0000065,15.38,0.29,4.65,6.5,0,CHEMBL642296,Inhibitory activity against Acetylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1133041,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,,,,,8.0,Very Potent (8-9)
CHEMBL218940,,,393.49,0.0,3.95,10,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(OC)c1)CCCC3,IC50,'=',58.0,nM,7.24,,,UO_0000065,18.39,0.34,3.29,8.37,0,CHEMBL913362,Inhibition of human erythrocyte AChE,B,BAO_0000357,single protein format,Electrophorus electricus,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1138213,1,Scientific Literature,J Med Chem,2006.0,,,,,58.0,Potent (7-8)
CHEMBL13206,,,497.69,0.0,3.42,2,CN(C)Cc1ccc(CSCCN/C=C(/NCCSCc2ccc(CN(C)C)o2)[N+](=O)[O-])o1,IC50,'=',74.0,nM,7.13,,,UO_0000065,14.33,0.3,3.71,7.13,0,CHEMBL644790,The compound was evaluated for the inhibition of human Acetylcholinesterase,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1125408,1,Scientific Literature,J Med Chem,1992.0,,,,,0.074,Potent (7-8)
CHEMBL502,DONEPEZIL,4.0,379.5,0.0,4.36,Donepezil (Aricept),COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',22.0,nM,7.66,,,UO_0000065,20.18,0.37,3.3,19.75,1,CHEMBL874440,Inhibitory concentration against human erythrocyte Acetylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142685,1,Scientific Literature,J Med Chem,2005.0,,,,,22.0,Potent (7-8)
CHEMBL61533,,,216.26,0.0,2.83,9,Nc1c2c(nc3cc(F)ccc13)CCCC2,IC50,'=',87.0,nM,7.06,,,UO_0000065,32.65,0.6,4.23,18.15,0,CHEMBL644101,Inhibitory activity against human erythrocyte acetylcholinesterase,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1133184,1,Scientific Literature,J Med Chem,2000.0,,,,,0.087,Potent (7-8)
CHEMBL61561,,,314.45,1.0,5.64,22,CCCCCCCNc1c2c(nc3cc(F)ccc13)CCCC2,IC50,'=',45.71,nM,7.34,,,UO_0000065,23.34,0.44,1.7,29.45,0,CHEMBL638445,Experimental pIC50 values for the inhibition of acetylcholinesterase,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1133184,1,Scientific Literature,J Med Chem,2000.0,,,,,-7.34,Potent (7-8)
CHEMBL368196,,,244.72,0.0,3.84,2d,Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,IC50,'=',42.2,nM,7.38,,,UO_0000065,30.14,0.59,3.53,18.95,0,CHEMBL644838,Inhibition of acetylcholinesterase (AChE) of human red blood cell (type XIII) by modified radiometric AChE assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1126447,1,Scientific Literature,Bioorg Med Chem Lett,1992.0,,,,,42.2,Potent (7-8)
CHEMBL374184,,,393.49,0.0,3.95,36,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(OC)cc1)CCCC3,IC50,'=',45.0,nM,7.35,,,UO_0000065,18.67,0.35,3.4,8.5,0,CHEMBL945890,Inhibition of human AchE,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141467,1,Scientific Literature,J Med Chem,2008.0,,,,,45.0,Potent (7-8)
CHEMBL194372,,,373.41,0.0,3.38,"29, (S)-RS-1259",CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,IC50,'=',101.0,nM,7.0,,,UO_0000065,18.73,0.35,3.62,7.45,1,CHEMBL945890,Inhibition of human AchE,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141467,1,Scientific Literature,J Med Chem,2008.0,,,,,101.0,Potent (7-8)
CHEMBL128780,,,544.69,2.0,7.3,16,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',100.0,nM,7.0,,,UO_0000065,12.85,0.24,-0.3,8.64,0,CHEMBL3049408,Inhibition of acetylcholinesterase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3046901,1,Scientific Literature,Med Chem Res,2011.0,,,,,100.0,Potent (7-8)
CHEMBL502,DONEPEZIL,4.0,379.5,0.0,4.36,Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',2.0,nM,8.7,,,UO_0000065,22.92,0.42,4.34,22.44,0,CHEMBL2319650,Inhibition of acetylcholinesterase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2311409,1,Scientific Literature,Bioorg Med Chem,2013.0,,,,,2.0,Very Potent (8-9)
CHEMBL1940612,,,420.55,0.0,4.63,2,CCN(CCCCCCNC1=CC(=O)c2ccccc2C1=O)Cc1ccccc1OC,IC50,'=',9.73,nM,8.01,,,UO_0000065,19.05,0.35,3.38,13.66,0,CHEMBL1941523,Inhibition of human recombinant AChE using acetylthiocholine iodide as substrate after 20 mins preincubation by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1938257,1,Scientific Literature,J Med Chem,2011.0,,,,,9.73,Very Potent (8-9)
CHEMBL4764274,,,583.67,1.0,3.12,BS-9,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)nc1-c1ccc(OC)c(OC)c1,IC50,'=',88.79,nM,7.05,,,UO_0000065,12.08,0.23,3.93,5.03,0,CHEMBL4738011,Inhibition of AChE in human erythrocytes using acetylthiocholineiodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by DTNB reagent based Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,Erythrocyte,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4732210,1,Scientific Literature,Eur J Med Chem,2021.0,,TIME = 0.2667 hr,INHIBITOR,,88.79,Potent (7-8)
CHEMBL1819175,,,526.73,2.0,8.71,7,c1ccc2c(c1)Cc1c-2nc2ccccc2c1NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',13.9,nM,7.86,,,UO_0000065,14.92,0.27,-0.85,15.76,0,CHEMBL1820356,Inhibition of human serum recombinant AChE using acetylthiocholine iodide as substrate preincubated for 20 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1817594,1,Scientific Literature,Eur J Med Chem,2011.0,,,,,13.9,Potent (7-8)
CHEMBL384886,,,520.63,1.0,4.11,16d,COc1cc(CCC(=O)NCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,IC50,'=',72.1,nM,7.14,,,UO_0000065,13.72,0.26,3.03,6.45,0,CHEMBL912241,Inhibition of human AChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1138205,1,Scientific Literature,J Med Chem,2006.0,,,,,72.1,Potent (7-8)
CHEMBL94,PHYSOSTIGMINE,3.0,275.35,0.0,1.77,3,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',17.78,nM,7.75,,,UO_0000065,28.15,0.53,5.98,17.3,0,CHEMBL638446,Inhibitory activity against acetylcholinesterase in human erythrocytes,B,BAO_0000219,cell-based format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134461,1,Scientific Literature,J Med Chem,2001.0,,,,,-7.75,Potent (7-8)
CHEMBL176308,,,724.99,2.0,8.23,12,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1[N+](=O)[O-])Cc1ccccc1[N+](=O)[O-],IC50,'=',79.43,nM,7.1,,,UO_0000065,9.79,0.19,-1.13,5.32,0,CHEMBL638601,Inhibitory concentration of compound against acetylcholinesterase from human erythrocytes at pH=7.5,B,BAO_0000019,assay format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1136713,1,Scientific Literature,J Med Chem,2003.0,,,,,7.1,Potent (7-8)
CHEMBL340427,XANTHOSTIGMINE,,446.5,0.0,4.57,xanthostigmine,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',0.3,nM,9.52,,,UO_0000065,21.33,0.39,4.95,11.76,0,CHEMBL644104,In vitro inhibition of human erythrocyte Acetylcholinesterase.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134674,1,Scientific Literature,J Med Chem,2001.0,,,,,0.3,Extremely Potent (pIC50 ≥ 9)
CHEMBL542220,,,414.93,0.0,4.46,12h,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccccc3c2)c1.Cl,IC50,'=',82.6,nM,7.08,,,UO_0000065,18.71,0.35,2.62,13.94,0,CHEMBL644104,In vitro inhibition of human erythrocyte Acetylcholinesterase.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1134674,1,Scientific Literature,J Med Chem,2001.0,,,,,82.6,Potent (7-8)
CHEMBL1203985,,,691.15,2.0,5.8,13,CC[N+](CC)(CC)CCOc1ccc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1.Cl.[Br-],IC50,'=',7.61,nM,8.12,,,UO_0000065,14.12,0.26,2.32,8.79,0,CHEMBL900177,Inhibition of human Acetylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1138241,1,Scientific Literature,J Med Chem,2007.0,,,,,7.61,Very Potent (8-9)
CHEMBL92736,,,377.49,0.0,4.63,1g,CC(=O)Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,'=',2.8,nM,8.55,,,UO_0000065,22.66,0.42,3.92,14.65,0,CHEMBL644105,Evaluated for the in vitro inhibition of the Acetylcholinesterase (AChE) from human erythrocytes,B,BAO_0000019,assay format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1127437,1,Scientific Literature,J Med Chem,1994.0,,,,,2.8,Very Potent (8-9)
CHEMBL31574,FISETIN,2.0,286.24,0.0,2.28,14,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,IC50,'=',12.0,nM,7.92,,,UO_0000065,27.67,0.52,5.64,7.13,0,CHEMBL3071788,Inhibition of AChE (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3045386,1,Scientific Literature,Med Chem Res,2013.0,,,,,0.012,Potent (7-8)
