Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value,Potency Category
CHEMBL4284047,,,527.72,2.0,8.34,2,Cn1c2nc3ccccc3c-2c(NCCCCCCNc2c3c(nc4ccccc24)CCCC3)c2ccccc21,IC50,'=',1.25,nM,8.9,,,UO_0000065,16.87,0.3,0.56,16.26,0,CHEMBL4262657,Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition and measured for 5 mins by Ellman's assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4261526,1,Scientific Literature,Medchemcomm,2017.0,,,,,1.25,Very Potent (8-9)
CHEMBL4591167,,,561.15,2.0,7.55,18b,NC12CC3CC(F)(CC(C1)c1cc(NC(=O)CCCCNc4c5c(nc6cc(Cl)ccc46)CCCC5)ccc13)C2,IC50,'=',2.5,nM,8.6,,,UO_0000065,15.33,0.29,1.05,10.75,0,CHEMBL4307302,Inhibition of human recombinant AChE expressed in HEK293 cells using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by spectrophotometry analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4304786,1,Scientific Literature,Eur J Med Chem,2019.0,CHEMBL3307715,,,,2.5,Very Potent (8-9)
CHEMBL3356952,,,480.4,1.0,5.69,27,O=C1C(Cl)=C(NCCCNc2c3c(nc4cc(Cl)ccc24)CCCC3)C(=O)c2ccccc21,IC50,'=',8.94,nM,8.05,,,UO_0000065,16.75,0.33,2.36,11.32,0,CHEMBL3387411,Inhibition of human recombinant AChE after 5 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3351527,1,Scientific Literature,J Med Chem,2014.0,,,,,8.94,Very Potent (8-9)
CHEMBL292314,,,232.71,0.0,3.35,4,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',7.18,nM,8.14,,,UO_0000065,35.0,0.7,4.79,20.93,0,CHEMBL3387411,Inhibition of human recombinant AChE after 5 mins by Ellman method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3351527,1,Scientific Literature,J Med Chem,2014.0,,,,,7.18,Very Potent (8-9)
CHEMBL3642054,,,632.25,2.0,8.25,BDBM132085,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCCCCCNc3c4c(nc5ccc(Cl)cc35)CCCC4)cc12,IC50,'=',1.43,nM,8.85,,264582,UO_0000065,13.99,0.27,0.59,8.18,0,CHEMBL3705962,"Inhibition Assay: The biological activity of the compounds of general formula (I) towards the cholinesterase inhibition was evaluated using Ellman's method (Ellman, G. L.; Courtney, K. D.; Anders, B.; Featherstone, R. M. Biochem. Pharmacol. 1961, 7, 88-95).This method of evaluation of the cholinesterase inhibitors activity is based on the fact that acetyl/butyrylcholinesterase interacts with the inhibitor, which prevents the acetyl/butyrylcholine hydrolysis. The inhibitor causes the enzyme activity drop which is dependent on the inhibitor concentration. The enzyme unbound with the inhibitor is able to hydrolyze acetyl/butyrylthiocholine (ASCh/BSCh). The amount of the hydrolyzed ASCh/BSCh is measured indirectly, by quantification of the product of its reaction with DTNB (5,5Ã¢Â²-dithio-bis-2-nitrobenzoic acid). Ellman's method relies therefore on the spectrophotometric quantification of product of the reaction between acylthiocholine and DTNB.",B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3639238,37,BindingDB Patent Bioactivity Data,,2014.0,,,,,1.43,Very Potent (8-9)
CHEMBL222946,,,795.07,2.0,8.04,5,CCN(CCCCCC(=O)N1CCC(CC2CCN(C(=O)CCCCCN(CC)Cc3ccccc3OC)CC2)CC1)Cc1ccccc1OC.O=C(O)C(=O)O,IC50,'=',3.311,nM,8.48,,,UO_0000065,12.03,0.23,0.44,12.93,0,CHEMBL917209,Inhibition of human recombinant AChE,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1149275,1,Scientific Literature,J Med Chem,2004.0,,,,,-8.48,Very Potent (8-9)
CHEMBL292314,,,232.71,0.0,3.35,2,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',14.5,nM,7.84,,,UO_0000065,33.68,0.67,4.49,20.15,1,CHEMBL5161346,Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition and measured every 240 sec by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5154790,1,Scientific Literature,J Med Chem,2022.0,,TIME = 0.3333 hr,INHIBITOR,,14.5,Potent (7-8)
CHEMBL205231,,,262.31,0.0,1.86,10,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,IC50,'=',4.0,nM,8.4,,,UO_0000065,32.02,0.6,6.54,16.53,0,CHEMBL5216366,Inhibition of human erythrocyte AChE using acetyl-(beta-methyl)thiocholine as substrate by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL5214927,1,Scientific Literature,Eur J Med Chem,2022.0,,,INHIBITOR,,4.0,Very Potent (8-9)
CHEMBL427232,,,385.5,0.0,3.77,2c,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCN3CCCC3)CC2)cc1,IC50,'=',21.0,nM,7.68,,,UO_0000065,19.92,0.37,3.91,78.99,0,CHEMBL868603,Inhibition of human serum AchE,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1138964,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,21.0,Potent (7-8)
CHEMBL424984,,,466.53,0.0,3.44,Terreulactone B,COc1ccc(-c2cc3c(c(=O)o2)C[C@@]2(O)[C@@]4(C)C=CC(=O)C(C)(C)[C@@]4(O)CC[C@@]2(C)O3)cc1,IC50,'=',90.0,nM,7.05,,,UO_0000065,15.1,0.28,3.61,6.63,0,CHEMBL832772,Inhibitory concentration against Acetylcholinesterase activity,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141884,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.09,Potent (7-8)
CHEMBL502,DONEPEZIL,4.0,379.5,0.0,4.36,Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',11.0,nM,7.96,,,UO_0000065,20.97,0.39,3.6,20.53,1,CHEMBL4707543,Inhibition of human erythrocytes AChE using acetylthiocholine iodide as substrate measured after 15 mins by Ellman's method,B,BAO_0000221,tissue-based format,Homo sapiens,,,Erythrocyte,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4706484,1,Scientific Literature,Eur J Med Chem,2020.0,,TIME = 0.25 hr,INHIBITOR,,0.011,Potent (7-8)
CHEMBL178294,,,325.36,0.0,4.0,10 (table 1),Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)COC(C1)O2,IC50,'=',56.0,nM,7.25,,,UO_0000065,22.29,0.41,3.25,12.77,0,CHEMBL874440,Inhibitory concentration against human erythrocyte Acetylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1142685,1,Scientific Literature,J Med Chem,2005.0,,,,,56.0,Potent (7-8)
CHEMBL94,PHYSOSTIGMINE,3.0,275.35,0.0,1.77,eserine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',30.0,nM,7.52,,,UO_0000065,27.32,0.51,5.75,16.79,1,CHEMBL645001,Inhibition of Acetylcholinesterase (AChE) from human RBC,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1128816,1,Scientific Literature,Bioorg Med Chem Lett,1995.0,,,,,0.03,Potent (7-8)
CHEMBL284519,,,274.36,0.0,2.31,1l,CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3CC12,IC50,'=',38.0,nM,7.42,,,UO_0000065,27.05,0.51,5.11,17.85,0,CHEMBL645003,In vitro inhibitory activity against human Acetylcholinesterase,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1125437,1,Scientific Literature,J Med Chem,1992.0,,,,,38.0,Potent (7-8)
CHEMBL54014,,,427.55,1.0,5.55,12,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,IC50,'=',100.0,nM,7.0,,,UO_0000065,16.37,0.3,1.45,15.62,0,CHEMBL644927,"Ability to inhibit acetylcholinesterase (AChE), freshly prepared from human erythrocytes",B,BAO_0000019,assay format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1132219,1,Scientific Literature,J Med Chem,1999.0,,,,,100.0,Potent (7-8)
CHEMBL94,PHYSOSTIGMINE,3.0,275.35,0.0,1.77,(-)13 (-)physostigmine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,IC50,'=',27.9,nM,7.55,,,UO_0000065,27.44,0.52,5.78,16.86,0,CHEMBL644626,Inhibition of human acetylcholinesterase from erythrocytes (RBC),B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1130392,1,Scientific Literature,J Med Chem,1997.0,,,,,27.9,Potent (7-8)
CHEMBL188274,,,258.75,0.0,2.03,2,CNC(=O)Oc1cccc(C(C)N(C)C)c1.Cl,IC50,'=',100.0,nM,7.0,,,UO_0000065,31.49,0.6,4.97,16.84,0,CHEMBL831104,Inhibitory concentration against human serum acetylcholinesterase activity,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1137822,1,Scientific Literature,J Med Chem,2004.0,,,,,100.0,Potent (7-8)
CHEMBL329231,,,389.5,0.0,4.56,34,O=C1CCc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1,IC50,'=',0.5754,nM,9.24,,,UO_0000065,23.72,0.44,4.68,15.83,1,CHEMBL1664219,Inhibition of human acetylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1649350,1,Scientific Literature,Eur J Med Chem,2011.0,,,,,9.24,Extremely Potent (pIC50 ≥ 9)
CHEMBL418955,,,350.46,0.0,4.68,30,COc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,IC50,'=',8.318,nM,8.08,,,UO_0000065,23.06,0.42,3.4,20.99,1,CHEMBL1664219,Inhibition of human acetylcholinesterase,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1649350,1,Scientific Literature,Eur J Med Chem,2011.0,,,,,8.08,Very Potent (8-9)
CHEMBL4752521,,,541.61,1.0,3.24,BS-7,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(F)c3)CC2)nc1-c1ccccc1,IC50,'=',97.43,nM,7.01,,,UO_0000065,12.95,0.25,3.77,5.76,0,CHEMBL4738011,Inhibition of AChE in human erythrocytes using acetylthiocholineiodide as substrate pre-incubated for 10 mins followed by substrate addition and measured for 6 mins by DTNB reagent based Ellman's method,B,BAO_0000219,cell-based format,Homo sapiens,,,Erythrocyte,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL4732210,1,Scientific Literature,Eur J Med Chem,2021.0,,TIME = 0.2667 hr,INHIBITOR,,97.43,Potent (7-8)
CHEMBL92460,,,320.44,0.0,4.67,1a,c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,IC50,'=',55.0,nM,7.26,,,UO_0000065,22.66,0.41,2.59,24.8,0,CHEMBL644105,Evaluated for the in vitro inhibition of the Acetylcholinesterase (AChE) from human erythrocytes,B,BAO_0000019,assay format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1127437,1,Scientific Literature,J Med Chem,1994.0,,,,,55.0,Potent (7-8)
CHEMBL3752467,,,441.62,1.0,7.01,2e,c1ccc2oc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,IC50,'=',0.86,nM,9.07,,,UO_0000065,20.53,0.38,2.06,18.1,0,CHEMBL3758061,Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3751805,1,Scientific Literature,J Med Chem,2016.0,,,,,0.86,Extremely Potent (pIC50 ≥ 9)
CHEMBL3753405,,,485.67,1.0,7.41,2f,COc1cccc2cc(CNCCCCCCCNc3c4c(nc5ccccc35)CCCCC4)oc12,IC50,'=',2.56,nM,8.59,,,UO_0000065,17.69,0.33,1.18,14.48,0,CHEMBL3758061,Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3751805,1,Scientific Literature,J Med Chem,2016.0,,,,,2.56,Very Potent (8-9)
CHEMBL3754291,,,441.58,1.0,6.26,1g,O=C(NCCCCCCCNc1c2c(nc3ccccc13)CCC2)c1cc2ccccc2o1,IC50,'=',48.6,nM,7.31,,,UO_0000065,16.56,0.3,1.05,10.89,0,CHEMBL3758061,Inhibition of recombinant human AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3751805,1,Scientific Literature,J Med Chem,2016.0,,,,,48.6,Potent (7-8)
CHEMBL270349,,,400.48,0.0,3.27,13,CC(C)(CO[N+](=O)[O-])C(=O)NCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',69.5,nM,7.16,,,UO_0000065,17.87,0.34,3.89,6.73,0,CHEMBL932016,Inhibition of AChE by Ellman's assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141589,1,Scientific Literature,J Med Chem,2008.0,,,,,69.5,Potent (7-8)
CHEMBL261384,,,400.52,0.0,4.27,7,O=[N+]([O-])OCCCCCCNCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',6.3,nM,8.2,,,UO_0000065,20.48,0.39,3.93,9.18,0,CHEMBL932016,Inhibition of AChE by Ellman's assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141589,1,Scientific Literature,J Med Chem,2008.0,,,,,6.3,Very Potent (8-9)
CHEMBL273078,,,372.43,0.0,2.63,3,O=C(CO[N+](=O)[O-])NCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',22.6,nM,7.65,,,UO_0000065,20.53,0.39,5.02,7.19,0,CHEMBL932016,Inhibition of AChE by Ellman's assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1141589,1,Scientific Literature,J Med Chem,2008.0,,,,,22.6,Potent (7-8)
CHEMBL89354,,,230.23,0.0,3.73,5c,CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1,IC50,'=',14.6,nM,7.84,,,UO_0000065,34.03,0.67,4.11,45.9,0,CHEMBL3626446,Inhibition of recombinant human AChE after 10 mins by Ellman assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3621126,1,Scientific Literature,Bioorg Med Chem Lett,2015.0,,,,,14.6,Potent (7-8)
CHEMBL89354,,,230.23,0.0,3.73,5c,CC(C)(C)c1cccc(C(=O)C(F)(F)F)c1,IC50,'=',5.0,nM,8.3,,,UO_0000065,36.06,0.71,4.57,48.63,0,CHEMBL3626447,Inhibition of recombinant human AChE after 60 mins by Ellman assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3621126,1,Scientific Literature,Bioorg Med Chem Lett,2015.0,,,,,5.0,Very Potent (8-9)
CHEMBL3137700,,,246.3,,,5b,C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1,IC50,'=',92.9,nM,7.03,,,UO_0000065,28.55,,,,0,CHEMBL3626447,Inhibition of recombinant human AChE after 60 mins by Ellman assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3621126,1,Scientific Literature,Bioorg Med Chem Lett,2015.0,,,,,92.9,Potent (7-8)
CHEMBL3623556,,,202.2,0.0,2.3,9e,CCC(C)n1cc(C(=O)C(F)F)cn1,IC50,'=',85.9,nM,7.07,,,UO_0000065,34.95,0.69,4.77,20.25,0,CHEMBL3626447,Inhibition of recombinant human AChE after 60 mins by Ellman assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL3621126,1,Scientific Literature,Bioorg Med Chem Lett,2015.0,,,,,85.9,Potent (7-8)
CHEMBL2147462,,,472.72,1.0,7.11,7c,CN(C)c1ccccc1CNCCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',3.52,nM,8.45,,,UO_0000065,17.88,0.33,1.34,21.03,0,CHEMBL2148332,Inhibition of human recombinant AChE using acetylthiocholine chloride as substrate preincubated for 15 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2146404,1,Scientific Literature,Bioorg Med Chem,2012.0,,,,,3.52,Very Potent (8-9)
CHEMBL2147461,,,458.69,1.0,6.72,7b,CN(C)c1ccccc1CNCCCCCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',4.04,nM,8.39,,,UO_0000065,18.3,0.34,1.67,20.88,0,CHEMBL2148332,Inhibition of human recombinant AChE using acetylthiocholine chloride as substrate preincubated for 15 mins by Ellman's method,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL2146404,1,Scientific Literature,Bioorg Med Chem,2012.0,,,,,4.04,Very Potent (8-9)
CHEMBL431058,,,401.53,0.0,2.45,235,COc1ccc(C(=O)NC(=S)NCCOCCN(C)Cc2ccccc2)cc1,IC50,'=',26.0,nM,7.58,,,UO_0000065,18.89,0.37,5.14,12.07,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,26.0,Potent (7-8)
CHEMBL1084096,,,402.59,1.0,6.37,267,c1ccc2c(NCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,IC50,'=',13.6,nM,7.87,,,UO_0000065,19.54,0.36,1.5,15.78,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,13.6,Potent (7-8)
CHEMBL1084775,,,438.62,1.0,7.14,271,c1ccc2c(NCCCCCCCNc3c4c(nc5ccccc35)CCCC4)ccnc2c1,IC50,'=',10.1,nM,8.0,,,UO_0000065,18.23,0.33,0.86,16.04,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,10.1,Very Potent (8-9)
CHEMBL1083982,,,365.47,0.0,4.37,297,COc1cc2c(cc1OC)C(=O)C(CC1CCN(c3ccccc3)CC1)C2,IC50,'=',5.7,nM,8.24,,,UO_0000065,22.56,0.42,3.87,21.26,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,5.7,Very Potent (8-9)
CHEMBL1085278,,,516.64,2.0,6.52,302,CNC(=O)Oc1cccc(CN(C)CCCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,IC50,'=',6.8,nM,8.17,,,UO_0000065,15.81,0.29,1.65,10.08,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,6.8,Very Potent (8-9)
CHEMBL1086248,,,328.41,0.0,3.31,308,CNC(=O)Oc1cccc(CN(C)CCCOc2ccccc2)c1,IC50,'=',79.6,nM,7.1,,,UO_0000065,21.62,0.4,3.79,13.97,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,79.6,Potent (7-8)
CHEMBL340228,,,601.74,2.0,5.83,312,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCN2CCOCC2)c1,IC50,'=',21.1,nM,7.68,,,UO_0000065,12.76,0.24,1.85,8.21,1,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,21.1,Potent (7-8)
CHEMBL292314,,,232.71,0.0,3.35,343,Nc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',9.9,nM,8.0,,,UO_0000065,34.4,0.68,4.65,20.57,1,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,9.9,Very Potent (8-9)
CHEMBL1085932,,,576.65,2.0,5.6,364,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,IC50,'=',0.52,nM,9.28,,,UO_0000065,16.1,0.3,3.68,6.74,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,0.52,Extremely Potent (pIC50 ≥ 9)
CHEMBL1085938,,,574.67,2.0,5.81,371,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)C/C(=C\c2cc(O)c(O)c(O)c2)C3=O)c1,IC50,'=',1.8,nM,8.74,,,UO_0000065,15.22,0.28,2.93,6.8,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,1.8,Very Potent (8-9)
CHEMBL1083984,,,482.67,1.0,6.71,378,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3ccccc13)CCCC2,IC50,'=',0.06,nM,10.22,,,UO_0000065,21.18,0.39,3.51,14.64,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,0.06,Extremely Potent (pIC50 ≥ 9)
CHEMBL388627,,,489.06,1.0,7.04,388,O=C(NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,IC50,'=',36.0,nM,7.44,,,UO_0000065,15.22,0.29,0.4,10.66,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,36.0,Potent (7-8)
CHEMBL223443,,,503.09,2.0,6.97,390,O=C(Cc1c[nH]c2ccccc12)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',0.2,nM,9.7,,,UO_0000065,19.28,0.37,2.73,13.89,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,0.2,Extremely Potent (pIC50 ≥ 9)
CHEMBL1084544,,,547.14,2.0,6.99,397,O=C(CCOCCc1c[nH]c2ccccc12)NCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',0.7,nM,9.15,,,UO_0000065,16.73,0.32,2.16,11.58,0,CHEMBL1119333,Inhibition of AChE,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL220,Acetylcholinesterase,Homo sapiens,SINGLE PROTEIN,CHEMBL1155460,1,Scientific Literature,Eur J Med Chem,2010.0,,,,,0.7,Extremely Potent (pIC50 ≥ 9)
